Fund,Sector,Country,Percent,Date,ISIN
BlackRock Greater Europe,Europe,Belgium,2.16,30/06/2014,GB00B01RDH75
BlackRock Greater Europe,Europe,Denmark,6.32,30/06/2014,GB00B01RDH75
BlackRock Greater Europe,Europe,Finland,1.63,30/06/2014,GB00B01RDH75
BlackRock Greater Europe,Europe,France,19.33,30/06/2014,GB00B01RDH75
BlackRock Greater Europe,Europe,Germany,12.07,30/06/2014,GB00B01RDH75
BlackRock Greater Europe,Europe,Ireland,2.93,30/06/2014,GB00B01RDH75
BlackRock Greater Europe,Europe,Italy,6.43,30/06/2014,GB00B01RDH75
BlackRock Greater Europe,Europe,Netherlands,9.32,30/06/2014,GB00B01RDH75
BlackRock Greater Europe,Europe,Portugal,2.61,30/06/2014,GB00B01RDH75
BlackRock Greater Europe,Europe,Spain,4.57,30/06/2014,GB00B01RDH75
BlackRock Greater Europe,Europe,Sweden,7.35,30/06/2014,GB00B01RDH75
BlackRock Greater Europe,Europe,Switzerland,16.66,30/06/2014,GB00B01RDH75
BlackRock Greater Europe,Europe,Cash/Cash Equiv.,1.53,30/06/2014,GB00B01RDH75
BlackRock Greater Europe,Europe,Fixed Interest,0,30/06/2014,GB00B01RDH75
BlackRock Hedge Selector UK Emerging,Hedge Funds,UK,100,30/06/2014,JE00B42J3Y72
BlackRock Income & Growth,UK Equity Income,Ireland,3.13,30/06/2014,GB0030961691
BlackRock Income & Growth,UK Equity Income,UK,91.35,30/06/2014,GB0030961691
BlackRock Income & Growth,UK Equity Income,Cash/Cash Equiv.,5.52,30/06/2014,GB0030961691
BlackRock Latin American,Latin America,Argentina,0.52,30/06/2014,GB0005058408
BlackRock Latin American,Latin America,Brazil,61.31,30/06/2014,GB0005058408
BlackRock Latin American,Latin America,Chile,1.97,30/06/2014,GB0005058408
BlackRock Latin American,Latin America,Colombia,1.65,30/06/2014,GB0005058408
BlackRock Latin American,Latin America,Mexico,28.24,30/06/2014,GB0005058408
BlackRock Latin American,Latin America,Peru,6.03,30/06/2014,GB0005058408
BlackRock Latin American,Latin America,Cash/Cash Equiv.,0.01,30/06/2014,GB0005058408
BlackRock Latin American,Latin America,Fixed Interest,0.27,30/06/2014,GB0005058408
BlackRock North American Income,North America,France,1.77,30/06/2014,GB00B7W0XJ61
BlackRock North American Income,North America,Netherlands,0.5,30/06/2014,GB00B7W0XJ61
BlackRock North American Income,North America,UK,1.22,30/06/2014,GB00B7W0XJ61
BlackRock North American Income,North America,Australia,1.22,30/06/2014,GB00B7W0XJ61
BlackRock North American Income,North America,Canada,2.73,30/06/2014,GB00B7W0XJ61
BlackRock North American Income,North America,USA,93.91,30/06/2014,GB00B7W0XJ61
BlackRock North American Income,North America,Cash/Cash Equiv.,-1.35,30/06/2014,GB00B7W0XJ61
BlackRock North American Income,North America,Fixed Interest,0,30/06/2014,GB00B7W0XJ61
BlackRock Smaller Companies,UK Smaller Companies,Other African,0.05,30/06/2014,GB0006436108
BlackRock Smaller Companies,UK Smaller Companies,Greece,0.06,30/06/2014,GB0006436108
BlackRock Smaller Companies,UK Smaller Companies,Ireland,0.29,30/06/2014,GB0006436108
BlackRock Smaller Companies,UK Smaller Companies,UK,96.35,30/06/2014,GB0006436108
BlackRock Smaller Companies,UK Smaller Companies,China,0.94,30/06/2014,GB0006436108
BlackRock Smaller Companies,UK Smaller Companies,Peru,0.3,30/06/2014,GB0006436108
BlackRock Smaller Companies,UK Smaller Companies,Egypt,0.32,30/06/2014,GB0006436108
BlackRock Smaller Companies,UK Smaller Companies,Canada,0.6,30/06/2014,GB0006436108
BlackRock Smaller Companies,UK Smaller Companies,USA,0.29,30/06/2014,GB0006436108
BlackRock Smaller Companies,UK Smaller Companies,Bermuda,1.01,30/06/2014,GB0006436108
BlackRock Smaller Companies,UK Smaller Companies,Cash/Cash Equiv.,-0.21,30/06/2014,GB0006436108
BlackRock Smaller Companies,UK Smaller Companies,Fixed Interest,0,30/06/2014,GB0006436108
BlackRock Throgmorton Trust,UK Smaller Companies,Greece,0.04,30/06/2014,GB0008910555
BlackRock Throgmorton Trust,UK Smaller Companies,Ireland,-0.01,30/06/2014,GB0008910555
BlackRock Throgmorton Trust,UK Smaller Companies,UK,96.22,30/06/2014,GB0008910555
BlackRock Throgmorton Trust,UK Smaller Companies,China,0.97,30/06/2014,GB0008910555
BlackRock Throgmorton Trust,UK Smaller Companies,Egypt,0.35,30/06/2014,GB0008910555
BlackRock Throgmorton Trust,UK Smaller Companies,Canada,0.6,30/06/2014,GB0008910555
BlackRock Throgmorton Trust,UK Smaller Companies,USA,0.25,30/06/2014,GB0008910555
BlackRock Throgmorton Trust,UK Smaller Companies,Bermuda,0.91,30/06/2014,GB0008910555
BlackRock Throgmorton Trust,UK Smaller Companies,Cash/Cash Equiv.,0.67,30/06/2014,GB0008910555
BlackRock Throgmorton Trust,UK Smaller Companies,Fixed Interest,0,30/06/2014,GB0008910555
BlackRock World Mining,Sector Specialist: Commodities & Natural Resources,Botswana,0.41,30/06/2014,GB0005774855
BlackRock World Mining,Sector Specialist: Commodities & Natural Resources,Mali,0.86,30/06/2014,GB0005774855
BlackRock World Mining,Sector Specialist: Commodities & Natural Resources,Mozambique,0.61,30/06/2014,GB0005774855
BlackRock World Mining,Sector Specialist: Commodities & Natural Resources,Other African,7,30/06/2014,GB0005774855
BlackRock World Mining,Sector Specialist: Commodities & Natural Resources,South Africa,3.25,30/06/2014,GB0005774855
BlackRock World Mining,Sector Specialist: Commodities & Natural Resources,Zimbabwe,0.01,30/06/2014,GB0005774855
BlackRock World Mining,Sector Specialist: Commodities & Natural Resources,Russia,0.98,30/06/2014,GB0005774855
BlackRock World Mining,Sector Specialist: Commodities & Natural Resources,Sweden,0.43,30/06/2014,GB0005774855
BlackRock World Mining,Sector Specialist: Commodities & Natural Resources,UK,49.26,30/06/2014,GB0005774855
BlackRock World Mining,Sector Specialist: Commodities & Natural Resources,Australia,5.49,30/06/2014,GB0005774855
BlackRock World Mining,Sector Specialist: Commodities & Natural Resources,China,1.36,30/06/2014,GB0005774855
BlackRock World Mining,Sector Specialist: Commodities & Natural Resources,Indonesia,0.24,30/06/2014,GB0005774855
BlackRock World Mining,Sector Specialist: Commodities & Natural Resources,Brazil,0.95,30/06/2014,GB0005774855
BlackRock World Mining,Sector Specialist: Commodities & Natural Resources,Chile,1.31,30/06/2014,GB0005774855
BlackRock World Mining,Sector Specialist: Commodities & Natural Resources,Colombia,0.08,30/06/2014,GB0005774855
BlackRock World Mining,Sector Specialist: Commodities & Natural Resources,Guatemala,0.61,30/06/2014,GB0005774855
BlackRock World Mining,Sector Specialist: Commodities & Natural Resources,Mexico,3.88,30/06/2014,GB0005774855
BlackRock World Mining,Sector Specialist: Commodities & Natural Resources,Peru,4.64,30/06/2014,GB0005774855
BlackRock World Mining,Sector Specialist: Commodities & Natural Resources,Canada,3.33,30/06/2014,GB0005774855
BlackRock World Mining,Sector Specialist: Commodities & Natural Resources,USA,1.15,30/06/2014,GB0005774855
BlackRock World Mining,Sector Specialist: Commodities & Natural Resources,Cash/Cash Equiv.,2.91,30/06/2014,GB0005774855
BlackRock World Mining,Sector Specialist: Commodities & Natural Resources,Fixed Interest,11.24,30/06/2014,GB0005774855
Blue Capital Global Reinsurance Fund,Sector Specialist: Insurance & Reinsurance Strategies,Not reported,,,
Blue Planet International Financials,Global Equity Income,France,13,30/06/2014,GB0005327076
Blue Planet International Financials,Global Equity Income,Greece,5,30/06/2014,GB0005327076
Blue Planet International Financials,Global Equity Income,Ireland,4,30/06/2014,GB0005327076
Blue Planet International Financials,Global Equity Income,Spain,4,30/06/2014,GB0005327076
Blue Planet International Financials,Global Equity Income,Switzerland,2,30/06/2014,GB0005327076
Blue Planet International Financials,Global Equity Income,UK,38,30/06/2014,GB0005327076
Blue Planet International Financials,Global Equity Income,Australia,4,30/06/2014,GB0005327076
Blue Planet International Financials,Global Equity Income,USA,20,30/06/2014,GB0005327076
Blue Planet International Financials,Global Equity Income,Fixed Interest,10,30/06/2014,GB0005327076
BlueCrest AllBlue,Hedge Funds,Not reported,,,
BlueCrest AllBlue Euro,Hedge Funds,Not reported,,,
BlueCrest AllBlue USD,Hedge Funds,Not reported,,,
Bluefield Solar Income Fund,Sector Specialist: Infrastructure - Renewable Energy,Not reported,,,
British & American,UK Equity Income,Not reported,,,
British Assets,Global Equity Income,European Developed,6.01,30/06/2014,GB0001297562
British Assets,Global Equity Income,UK,65,30/06/2014,GB0001297562
British Assets,Global Equity Income,Far East & Pacific Region,3.56,30/06/2014,GB0001297562
British Assets,Global Equity Income,Japan,2.67,30/06/2014,GB0001297562
British Assets,Global Equity Income,Brazil,1.11,30/06/2014,GB0001297562
British Assets,Global Equity Income,USA,7.73,30/06/2014,GB0001297562
British Assets,Global Equity Income,Cash/Cash Equiv.,4.23,30/06/2014,GB0001297562
British Assets,Global Equity Income,Fixed Interest,9.69,30/06/2014,GB0001297562
British Empire Securities & General,Global,Turkey,2.47,30/06/2014,GB0001335081
British Empire Securities & General,Global,Austria,2.34,30/06/2014,GB0001335081
British Empire Securities & General,Global,Belgium,8.82,30/06/2014,GB0001335081
British Empire Securities & General,Global,France,6.65,30/06/2014,GB0001335081
British Empire Securities & General,Global,Germany,3.23,30/06/2014,GB0001335081
British Empire Securities & General,Global,Netherlands,5.06,30/06/2014,GB0001335081
British Empire Securities & General,Global,Norway,4.98,30/06/2014,GB0001335081
British Empire Securities & General,Global,Sweden,5.94,30/06/2014,GB0001335081
British Empire Securities & General,Global,Switzerland,2,30/06/2014,GB0001335081
British Empire Securities & General,Global,UK,18.11,30/06/2014,GB0001335081
British Empire Securities & General,Global,Australia,2.54,30/06/2014,GB0001335081
British Empire Securities & General,Global,Hong Kong,3.24,30/06/2014,GB0001335081
British Empire Securities & General,Global,Japan,4.79,30/06/2014,GB0001335081
British Empire Securities & General,Global,Singapore,9.27,30/06/2014,GB0001335081
British Empire Securities & General,Global,South Korea,3.11,30/06/2014,GB0001335081
British Empire Securities & General,Global,Canada,10.43,30/06/2014,GB0001335081
British Empire Securities & General,Global,Cayman Islands,2.19,30/06/2014,GB0001335081
British Empire Securities & General,Global,Cash/Cash Equiv.,3.3,30/06/2014,GB0001335081
British Empire Securities & General,Global,Fixed Interest,1.53,30/06/2014,GB0001335081
British Smaller Companies VCT,VCT Generalist,Not reported,,,
British Smaller Companies VCT 2,VCT Generalist,Not reported,,,
Brunner,Global,Belgium,0.65,30/06/2014,GB0001490001
Brunner,Global,France,1.61,30/06/2014,GB0001490001
Brunner,Global,Germany,3.69,30/06/2014,GB0001490001
Brunner,Global,Spain,0.85,30/06/2014,GB0001490001
Brunner,Global,Switzerland,4.55,30/06/2014,GB0001490001
Brunner,Global,UK,44.49,30/06/2014,GB0001490001
Brunner,Global,Australia,1.65,30/06/2014,GB0001490001
Brunner,Global,China,2.11,30/06/2014,GB0001490001
Brunner,Global,Hong Kong,0.5,30/06/2014,GB0001490001
Brunner,Global,Japan,2.97,30/06/2014,GB0001490001
Brunner,Global,Taiwan,0.58,30/06/2014,GB0001490001
Brunner,Global,Brazil,2.26,30/06/2014,GB0001490001
Brunner,Global,Canada,0.99,30/06/2014,GB0001490001
Brunner,Global,USA,24,30/06/2014,GB0001490001
Brunner,Global,Cash/Cash Equiv.,3.55,30/06/2014,GB0001490001
Brunner,Global,Fixed Interest,5.55,30/06/2014,GB0001490001
Caledonia,Global,India,3.83,30/06/2014,GB0001639920
Caledonia,Global,Belgium,6.8,30/06/2014,GB0001639920
Caledonia,Global,European Developed,0.04,30/06/2014,GB0001639920
Caledonia,Global,Finland,0.23,30/06/2014,GB0001639920
Caledonia,Global,France,2.01,30/06/2014,GB0001639920
Caledonia,Global,Germany,3.78,30/06/2014,GB0001639920
Caledonia,Global,Guernsey,1.65,30/06/2014,GB0001639920
Caledonia,Global,Luxembourg,0.28,30/06/2014,GB0001639920
Caledonia,Global,Norway,0.36,30/06/2014,GB0001639920
Caledonia,Global,Sweden,1.08,30/06/2014,GB0001639920
Caledonia,Global,Switzerland,1.61,30/06/2014,GB0001639920
Caledonia,Global,UK,52.12,30/06/2014,GB0001639920
Caledonia,Global,Australia,0.67,30/06/2014,GB0001639920
Caledonia,Global,China,2.93,30/06/2014,GB0001639920
Caledonia,Global,Far East & Pacific Region,2.26,30/06/2014,GB0001639920
Caledonia,Global,Hong Kong,0.5,30/06/2014,GB0001639920
Caledonia,Global,Singapore,1.57,30/06/2014,GB0001639920
Caledonia,Global,Taiwan,0.22,30/06/2014,GB0001639920
Caledonia,Global,Brazil,0.71,30/06/2014,GB0001639920
Caledonia,Global,Canada,0.07,30/06/2014,GB0001639920
Caledonia,Global,USA,14.6,30/06/2014,GB0001639920
Caledonia,Global,Cash/Cash Equiv.,2.68,30/06/2014,GB0001639920
Caledonia,Global,Fixed Interest,0,30/06/2014,GB0001639920
Cambium Global Timberland,Sector Specialist: Forestry & Timber,Not reported,,,
Capital Gearing,UK All Companies,European Developed,1.63,30/06/2014,GB0001738615
Capital Gearing,UK All Companies,Other European,2.8,30/06/2014,GB0001738615
Capital Gearing,UK All Companies,Other Investment Cos,19.11,30/06/2014,GB0001738615
Capital Gearing,UK All Companies,UK,17.42,30/06/2014,GB0001738615
Capital Gearing,UK All Companies,Australia,0.06,30/06/2014,GB0001738615
Capital Gearing,UK All Companies,Far East & Pacific Region,1.67,30/06/2014,GB0001738615
Capital Gearing,UK All Companies,Japan,1.6,30/06/2014,GB0001738615
Capital Gearing,UK All Companies,USA,4.18,30/06/2014,GB0001738615
Capital Gearing,UK All Companies,Cash/Cash Equiv.,8.57,30/06/2014,GB0001738615
Capital Gearing,UK All Companies,Fixed Interest,42.96,30/06/2014,GB0001738615
CATCo Reinsurance Opportunities,Sector Specialist: Insurance & Reinsurance Strategies,Not reported,,,
Cayenne Trust,Global,European Emerging,1,30/06/2014,GB0006369119
Cayenne Trust,Global,European Developed,18,30/06/2014,GB0006369119
Cayenne Trust,Global,UK,29,30/06/2014,GB0006369119
Cayenne Trust,Global,Far East & Pacific Region,7,30/06/2014,GB0006369119
Cayenne Trust,Global,Japan,1,30/06/2014,GB0006369119
Cayenne Trust,Global,Other North America,22,30/06/2014,GB0006369119
Cayenne Trust,Global,Latin America Region,1,30/06/2014,GB0006369119
Cayenne Trust,Global,Cash/Cash Equiv.,7,30/06/2014,GB0006369119
Cayenne Trust,Global,Fixed Interest,14,30/06/2014,GB0006369119
Chrysalis VCT,VCT Generalist,Not reported,,,
City Merchants High Yield,UK Equity & Bond Income,UK,6.24,30/06/2014,JE00B6RMDP68
City Merchants High Yield,UK Equity & Bond Income,USA,3.39,30/06/2014,JE00B6RMDP68
City Merchants High Yield,UK Equity & Bond Income,Cash/Cash Equiv.,8.71,30/06/2014,JE00B6RMDP68
City Merchants High Yield,UK Equity & Bond Income,Fixed Interest,81.66,30/06/2014,JE00B6RMDP68
City Natural Resources High Yield,Sector Specialist: Commodities & Natural Resources,UK,21.2,30/06/2014,GB0000353929
City Natural Resources High Yield,Sector Specialist: Commodities & Natural Resources,Australia,13,30/06/2014,GB0000353929
City Natural Resources High Yield,Sector Specialist: Commodities & Natural Resources,Canada,31.7,30/06/2014,GB0000353929
City Natural Resources High Yield,Sector Specialist: Commodities & Natural Resources,USA,3.6,30/06/2014,GB0000353929
City Natural Resources High Yield,Sector Specialist: Commodities & Natural Resources,Cash/Cash Equiv.,10,30/06/2014,GB0000353929
City Natural Resources High Yield,Sector Specialist: Commodities & Natural Resources,Fixed Interest,20.5,30/06/2014,GB0000353929
City of London,UK Equity Income,France,0.37,30/06/2014,GB0001990497
City of London,UK Equity Income,Germany,1.69,30/06/2014,GB0001990497
City of London,UK Equity Income,Italy,0.41,30/06/2014,GB0001990497
City of London,UK Equity Income,Netherlands,0.81,30/06/2014,GB0001990497
City of London,UK Equity Income,Norway,0.78,30/06/2014,GB0001990497
City of London,UK Equity Income,Switzerland,2.96,30/06/2014,GB0001990497
City of London,UK Equity Income,UK,88.73,30/06/2014,GB0001990497
City of London,UK Equity Income,Hong Kong,0.43,30/06/2014,GB0001990497
City of London,UK Equity Income,USA,3.33,30/06/2014,GB0001990497
City of London,UK Equity Income,Cash/Cash Equiv.,0.49,30/06/2014,GB0001990497
CQS Diversified,Hedge Funds,Not reported,,,
CQS Diversified USD,Hedge Funds,Not reported,,,
Crown Place VCT,VCT Generalist,Not reported,,,
Crystal Amber,UK All Companies,Not reported,,,
Custodian REIT,Property Direct - UK,Not reported,,,
CVC Credit Partners European Opps,Sector Specialist: Debt,Not reported,,,
CVC Credit Partners European Opps C shares,Sector Specialist: Debt,Not reported,,,
CVC Credit Partners European Opps Euro,Sector Specialist: Debt,Not reported,,,
CVC Credit Partners European Opps Euro C shares,Sector Specialist: Debt,Not reported,,,
DCG IRIS,Sector Specialist: Insurance & Reinsurance Strategies,Not reported,,,
Dexion Absolute,Hedge Funds,Not reported,,,
Dexion Absolute Euro,Hedge Funds,Not reported,,,
Dexion Absolute USD,Hedge Funds,Not reported,,,
Diverse Income Trust,UK Equity Income,UK,99.12,30/06/2014,GB00B65TLW28
Diverse Income Trust,UK Equity Income,Cash/Cash Equiv.,0.55,30/06/2014,GB00B65TLW28
Diverse Income Trust,UK Equity Income,Fixed Interest,0.33,30/06/2014,GB00B65TLW28
Diverse Income Trust C shares,UK Equity Income,UK,0.96,30/06/2014,GB00BLTVC930
Diverse Income Trust C shares,UK Equity Income,Cash/Cash Equiv.,99.04,30/06/2014,GB00BLTVC930
Downing ONE VCT,VCT AIM Quoted,Not reported,,,
Downing Planned Exit VCT 2011,VCT Generalist,Not reported,,,
Downing Planned Exit VCT 2011 Low Carbon shs,VCT Generalist,Not reported,,,
Downing Planned Exit VCT 2011 Structured shs,VCT Generalist,Not reported,,,
Downing Planned Exit VCT 6,VCT Generalist,Not reported,,,
Downing Planned Exit VCT 7,VCT Generalist,Not reported,,,
Downing Structured Opportunities VCT 1,VCT Generalist,Not reported,,,
Downing Structured Opportunities VCT 1 B shs,VCT Generalist,Not reported,,,
Downing Structured Opportunities VCT 1 D shs,VCT Generalist Pre Qualifying,Not reported,,,
Downing THREE VCT C shares,VCT Generalist,Not reported,,,
Downing THREE VCT D shares,VCT Generalist,Not reported,,,
Downing THREE VCT F shares,VCT Generalist Pre Qualifying,Not reported,,,
Downing THREE VCT H shares,VCT Generalist Pre Qualifying,Not reported,,,
Downing TWO VCT C shares,VCT Generalist,Not reported,,,
Downing TWO VCT D shares,VCT Generalist,Not reported,,,
Downing TWO VCT F shares,VCT Generalist Pre Qualifying,Not reported,,,
Downing TWO VCT G shares,VCT Generalist Pre Qualifying,Not reported,,,
Duet Real Estate Finance,Sector Specialist: Debt,Not reported,,,
Dunedin Enterprise,Private Equity,Not reported,,,
Dunedin Income Growth,UK Equity Income,France,8.38,30/06/2014,GB0003406096
Dunedin Income Growth,UK Equity Income,Germany,1.23,30/06/2014,GB0003406096
Dunedin Income Growth,UK Equity Income,Italy,3.05,30/06/2014,GB0003406096
Dunedin Income Growth,UK Equity Income,Switzerland,6.46,30/06/2014,GB0003406096
Dunedin Income Growth,UK Equity Income,UK,79.31,30/06/2014,GB0003406096
Dunedin Income Growth,UK Equity Income,Cash/Cash Equiv.,1.57,30/06/2014,GB0003406096
Dunedin Smaller Companies,UK Smaller Companies,UK,98.78,30/06/2014,GB00B1GCL258
Dunedin Smaller Companies,UK Smaller Companies,Cash/Cash Equiv.,1.22,30/06/2014,GB00B1GCL258
Dunedin Smaller Companies,UK Smaller Companies,Fixed Interest,0,30/06/2014,GB00B1GCL258
Eastern European Property,Property Direct - Europe,Not reported,,,
Ecofin Water & Power Opportunities,Split Capital Trust,Czech Republic,0.69,30/06/2014,GB00B09LK252
Ecofin Water & Power Opportunities,Split Capital Trust,Finland,0.56,30/06/2014,GB00B09LK252
Ecofin Water & Power Opportunities,Split Capital Trust,France,5.76,30/06/2014,GB00B09LK252
Ecofin Water & Power Opportunities,Split Capital Trust,Germany,5.28,30/06/2014,GB00B09LK252
Ecofin Water & Power Opportunities,Split Capital Trust,Italy,0.71,30/06/2014,GB00B09LK252
Ecofin Water & Power Opportunities,Split Capital Trust,Norway,2.28,30/06/2014,GB00B09LK252
Ecofin Water & Power Opportunities,Split Capital Trust,Portugal,2.2,30/06/2014,GB00B09LK252
Ecofin Water & Power Opportunities,Split Capital Trust,Spain,6.54,30/06/2014,GB00B09LK252
Ecofin Water & Power Opportunities,Split Capital Trust,UK,15.92,30/06/2014,GB00B09LK252
Ecofin Water & Power Opportunities,Split Capital Trust,Australia,18.7,30/06/2014,GB00B09LK252
Ecofin Water & Power Opportunities,Split Capital Trust,China,0.57,30/06/2014,GB00B09LK252
Ecofin Water & Power Opportunities,Split Capital Trust,Hong Kong,4.99,30/06/2014,GB00B09LK252
Ecofin Water & Power Opportunities,Split Capital Trust,Japan,0.4,30/06/2014,GB00B09LK252
Ecofin Water & Power Opportunities,Split Capital Trust,Brazil,1.14,30/06/2014,GB00B09LK252
Ecofin Water & Power Opportunities,Split Capital Trust,Mexico,2.07,30/06/2014,GB00B09LK252
Ecofin Water & Power Opportunities,Split Capital Trust,Israel,0.17,30/06/2014,GB00B09LK252
Ecofin Water & Power Opportunities,Split Capital Trust,Canada,3.95,30/06/2014,GB00B09LK252
Ecofin Water & Power Opportunities,Split Capital Trust,USA,26.53,30/06/2014,GB00B09LK252
Ecofin Water & Power Opportunities,Split Capital Trust,Cash/Cash Equiv.,-0.1,30/06/2014,GB00B09LK252
Ecofin Water & Power Opportunities,Split Capital Trust,Fixed Interest,1.64,30/06/2014,GB00B09LK252
Edge Performance VCT C shares,"VCT Specialist: Media, Leisure & Events",Not reported,,,
Edge Performance VCT D shares,"VCT Specialist: Media, Leisure & Events",Not reported,,,
Edge Performance VCT E shares,"VCT Specialist: Media, Leisure & Events",Not reported,,,
Edge Performance VCT F shares,"VCT Specialist: Media, Leisure & Events",Not reported,,,
Edge Performance VCT G shares,"VCT Specialist: Media, Leisure & Events",Not reported,,,
Edge Performance VCT H shares,"VCT Specialist: Media, Leisure & Events Pre Qualifying",Not reported,,,
Edge Performance VCT I shares,"VCT Specialist: Media, Leisure & Events Pre Qualifying",Not reported,,,
Edinburgh Dragon,Asia Pacific - Excluding Japan,India,13.41,30/06/2014,GB0002945029
Edinburgh Dragon,Asia Pacific - Excluding Japan,Sri Lanka,2.74,30/06/2014,GB0002945029
Edinburgh Dragon,Asia Pacific - Excluding Japan,UK,2.71,30/06/2014,GB0002945029
Edinburgh Dragon,Asia Pacific - Excluding Japan,China,6.94,30/06/2014,GB0002945029
Edinburgh Dragon,Asia Pacific - Excluding Japan,Hong Kong,24.19,30/06/2014,GB0002945029
Edinburgh Dragon,Asia Pacific - Excluding Japan,Indonesia,0.67,30/06/2014,GB0002945029
Edinburgh Dragon,Asia Pacific - Excluding Japan,Malaysia,3.52,30/06/2014,GB0002945029
Edinburgh Dragon,Asia Pacific - Excluding Japan,Philippines,4.11,30/06/2014,GB0002945029
Edinburgh Dragon,Asia Pacific - Excluding Japan,Singapore,20.96,30/06/2014,GB0002945029
Edinburgh Dragon,Asia Pacific - Excluding Japan,South Korea,8.24,30/06/2014,GB0002945029
Edinburgh Dragon,Asia Pacific - Excluding Japan,Taiwan,6.19,30/06/2014,GB0002945029
Edinburgh Dragon,Asia Pacific - Excluding Japan,Thailand,5.03,30/06/2014,GB0002945029
Edinburgh Dragon,Asia Pacific - Excluding Japan,Cash/Cash Equiv.,1.29,30/06/2014,GB0002945029
Edinburgh Investment,UK Equity Income,France,0.8,30/06/2014,GB0003052338
Edinburgh Investment,UK Equity Income,Switzerland,7,30/06/2014,GB0003052338
Edinburgh Investment,UK Equity Income,UK,86.01,30/06/2014,GB0003052338
Edinburgh Investment,UK Equity Income,USA,7.17,30/06/2014,GB0003052338
Edinburgh Investment,UK Equity Income,Cash/Cash Equiv.,-0.98,30/06/2014,GB0003052338
Edinburgh Worldwide,Global,India,1,30/06/2014,GB0002916335
Edinburgh Worldwide,Global,Austria,1,30/06/2014,GB0002916335
Edinburgh Worldwide,Global,Belgium,1,30/06/2014,GB0002916335
Edinburgh Worldwide,Global,Finland,1,30/06/2014,GB0002916335
Edinburgh Worldwide,Global,France,1,30/06/2014,GB0002916335
Edinburgh Worldwide,Global,Germany,7,30/06/2014,GB0002916335
Edinburgh Worldwide,Global,Italy,1,30/06/2014,GB0002916335
Edinburgh Worldwide,Global,Switzerland,2,30/06/2014,GB0002916335
Edinburgh Worldwide,Global,UK,22,30/06/2014,GB0002916335
Edinburgh Worldwide,Global,Australia,2,30/06/2014,GB0002916335
Edinburgh Worldwide,Global,China,3,30/06/2014,GB0002916335
Edinburgh Worldwide,Global,Hong Kong,1,30/06/2014,GB0002916335
Edinburgh Worldwide,Global,Indonesia,1,30/06/2014,GB0002916335
Edinburgh Worldwide,Global,Japan,6,30/06/2014,GB0002916335
Edinburgh Worldwide,Global,New Zealand,1,30/06/2014,GB0002916335
Edinburgh Worldwide,Global,Mexico,1,30/06/2014,GB0002916335
Edinburgh Worldwide,Global,Canada,2,30/06/2014,GB0002916335
Edinburgh Worldwide,Global,USA,42,30/06/2014,GB0002916335
Edinburgh Worldwide,Global,Cash/Cash Equiv.,4,30/06/2014,GB0002916335
El Oro,Sector Specialist: Commodities & Natural Resources,Not reported,,,
Elderstreet VCT,VCT Generalist,Not reported,,,
Electra Private Equity,Split Capital Trust,Not reported,,,
EP Global Opportunities,Global,Russia,1.91,30/06/2014,GB0033862573
EP Global Opportunities,Global,France,4.1,30/06/2014,GB0033862573
EP Global Opportunities,Global,Germany,2.21,30/06/2014,GB0033862573
EP Global Opportunities,Global,Ireland,1.06,30/06/2014,GB0033862573
EP Global Opportunities,Global,Italy,3.21,30/06/2014,GB0033862573
EP Global Opportunities,Global,Netherlands,7.51,30/06/2014,GB0033862573
EP Global Opportunities,Global,Spain,2.37,30/06/2014,GB0033862573
EP Global Opportunities,Global,Switzerland,7.06,30/06/2014,GB0033862573
EP Global Opportunities,Global,UK,10.51,30/06/2014,GB0033862573
EP Global Opportunities,Global,Hong Kong,5.12,30/06/2014,GB0033862573
EP Global Opportunities,Global,Indonesia,1.55,30/06/2014,GB0033862573
EP Global Opportunities,Global,Japan,32.69,30/06/2014,GB0033862573
EP Global Opportunities,Global,Singapore,2.22,30/06/2014,GB0033862573
EP Global Opportunities,Global,South Korea,1.93,30/06/2014,GB0033862573
EP Global Opportunities,Global,Thailand,2.07,30/06/2014,GB0033862573
EP Global Opportunities,Global,USA,9.38,30/06/2014,GB0033862573
EP Global Opportunities,Global,Cash/Cash Equiv.,5.1,30/06/2014,GB0033862573
EP Global Opportunities,Global,Fixed Interest,0,30/06/2014,GB0033862573
Establishment Investment Trust,Global,India,8,30/06/2014,GB0031336919
Establishment Investment Trust,Global,Ireland,14,30/06/2014,GB0031336919
Establishment Investment Trust,Global,UK,11,30/06/2014,GB0031336919
Establishment Investment Trust,Global,Hong Kong,10,30/06/2014,GB0031336919
Establishment Investment Trust,Global,Japan,5,30/06/2014,GB0031336919
Establishment Investment Trust,Global,Malaysia,10,30/06/2014,GB0031336919
Establishment Investment Trust,Global,Philippines,7,30/06/2014,GB0031336919
Establishment Investment Trust,Global,South Korea,4,30/06/2014,GB0031336919
Establishment Investment Trust,Global,Taiwan,5,30/06/2014,GB0031336919
Establishment Investment Trust,Global,Thailand,9,30/06/2014,GB0031336919
Establishment Investment Trust,Global,Cash/Cash Equiv.,17,30/06/2014,GB0031336919
Establishment Investment Trust,Global,Fixed Interest,0,30/06/2014,GB0031336919
European Assets,European Smaller Companies,Denmark,7.47,30/06/2014,NL0000226090
European Assets,European Smaller Companies,Finland,2.6,30/06/2014,NL0000226090
