Fund,Sector,Country,Percent,Date,SEDOL
Aberdeen All Asia,Asia Pacific - Including Japan,India,13,30/06/2010,392075
Aberdeen All Asia,Asia Pacific - Including Japan,UK,7,30/06/2010,392075
Aberdeen All Asia,Asia Pacific - Including Japan,Australia,4,30/06/2010,392075
Aberdeen All Asia,Asia Pacific - Including Japan,China,4,30/06/2010,392075
Aberdeen All Asia,Asia Pacific - Including Japan,Hong Kong,15,30/06/2010,392075
Aberdeen All Asia,Asia Pacific - Including Japan,Japan,22,30/06/2010,392075
Aberdeen All Asia,Asia Pacific - Including Japan,Malaysia,4,30/06/2010,392075
Aberdeen All Asia,Asia Pacific - Including Japan,Philippines,2,30/06/2010,392075
Aberdeen All Asia,Asia Pacific - Including Japan,Singapore,17,30/06/2010,392075
Aberdeen All Asia,Asia Pacific - Including Japan,South Korea,6,30/06/2010,392075
Aberdeen All Asia,Asia Pacific - Including Japan,Taiwan,4,30/06/2010,392075
Aberdeen All Asia,Asia Pacific - Including Japan,Thailand,4,30/06/2010,392075
Aberdeen All Asia,Asia Pacific - Including Japan,Cash/Cash Equiv.,-2,30/06/2010,392075
Aberdeen Asian Income,Asia Pacific - Excluding Japan,Australia,14,30/06/2010,B0P6J83
Aberdeen Asian Income,Asia Pacific - Excluding Japan,China,3,30/06/2010,B0P6J83
Aberdeen Asian Income,Asia Pacific - Excluding Japan,Hong Kong,6,30/06/2010,B0P6J83
Aberdeen Asian Income,Asia Pacific - Excluding Japan,Indonesia,2,30/06/2010,B0P6J83
Aberdeen Asian Income,Asia Pacific - Excluding Japan,Malaysia,17,30/06/2010,B0P6J83
Aberdeen Asian Income,Asia Pacific - Excluding Japan,New Zealand,1,30/06/2010,B0P6J83
Aberdeen Asian Income,Asia Pacific - Excluding Japan,Philippines,1,30/06/2010,B0P6J83
Aberdeen Asian Income,Asia Pacific - Excluding Japan,Singapore,23,30/06/2010,B0P6J83
Aberdeen Asian Income,Asia Pacific - Excluding Japan,Taiwan,9,30/06/2010,B0P6J83
Aberdeen Asian Income,Asia Pacific - Excluding Japan,Thailand,15,30/06/2010,B0P6J83
Aberdeen Asian Income,Asia Pacific - Excluding Japan,Cash/Cash Equiv.,3,30/06/2010,B0P6J83
Aberdeen Asian Income,Asia Pacific - Excluding Japan,Fixed Interest,6,30/06/2010,B0P6J83
Aberdeen Asian Smaller Companies,Asia Pacific - Excluding Japan,India,14,30/06/2010,10076
Aberdeen Asian Smaller Companies,Asia Pacific - Excluding Japan,Pakistan,1,30/06/2010,10076
Aberdeen Asian Smaller Companies,Asia Pacific - Excluding Japan,Sri Lanka,6,30/06/2010,10076
Aberdeen Asian Smaller Companies,Asia Pacific - Excluding Japan,UK,2,30/06/2010,10076
Aberdeen Asian Smaller Companies,Asia Pacific - Excluding Japan,Australia,1,30/06/2010,10076
Aberdeen Asian Smaller Companies,Asia Pacific - Excluding Japan,Hong Kong,16,30/06/2010,10076
Aberdeen Asian Smaller Companies,Asia Pacific - Excluding Japan,Indonesia,10,30/06/2010,10076
Aberdeen Asian Smaller Companies,Asia Pacific - Excluding Japan,Malaysia,16,30/06/2010,10076
Aberdeen Asian Smaller Companies,Asia Pacific - Excluding Japan,New Zealand,1,30/06/2010,10076
Aberdeen Asian Smaller Companies,Asia Pacific - Excluding Japan,Philippines,6,30/06/2010,10076
Aberdeen Asian Smaller Companies,Asia Pacific - Excluding Japan,Singapore,13,30/06/2010,10076
Aberdeen Asian Smaller Companies,Asia Pacific - Excluding Japan,South Korea,1,30/06/2010,10076
Aberdeen Asian Smaller Companies,Asia Pacific - Excluding Japan,Thailand,11,30/06/2010,10076
Aberdeen Asian Smaller Companies,Asia Pacific - Excluding Japan,Cash/Cash Equiv.,1,30/06/2010,10076
Aberdeen Asian Smaller Companies,Asia Pacific - Excluding Japan,Fixed Interest,1,30/06/2010,10076
Aberdeen Development Capital,Split Capital Trust,Not reported,,,
Aberdeen Development Capital ZDP Unit,Split Capital Trust,Not reported,,,
Aberdeen New Dawn,Asia Pacific - Excluding Japan,India,16,30/06/2010,5685
Aberdeen New Dawn,Asia Pacific - Excluding Japan,Other Asia,2,30/06/2010,5685
Aberdeen New Dawn,Asia Pacific - Excluding Japan,Sri Lanka,3,30/06/2010,5685
Aberdeen New Dawn,Asia Pacific - Excluding Japan,UK,10,30/06/2010,5685
Aberdeen New Dawn,Asia Pacific - Excluding Japan,Australia,4,30/06/2010,5685
Aberdeen New Dawn,Asia Pacific - Excluding Japan,China,5,30/06/2010,5685
Aberdeen New Dawn,Asia Pacific - Excluding Japan,Hong Kong,17,30/06/2010,5685
Aberdeen New Dawn,Asia Pacific - Excluding Japan,Indonesia,2,30/06/2010,5685
Aberdeen New Dawn,Asia Pacific - Excluding Japan,Malaysia,4,30/06/2010,5685
Aberdeen New Dawn,Asia Pacific - Excluding Japan,Philippines,2,30/06/2010,5685
Aberdeen New Dawn,Asia Pacific - Excluding Japan,Singapore,20,30/06/2010,5685
Aberdeen New Dawn,Asia Pacific - Excluding Japan,South Korea,6,30/06/2010,5685
Aberdeen New Dawn,Asia Pacific - Excluding Japan,Taiwan,5,30/06/2010,5685
Aberdeen New Dawn,Asia Pacific - Excluding Japan,Thailand,5,30/06/2010,5685
Aberdeen New Dawn,Asia Pacific - Excluding Japan,Cash/Cash Equiv.,-1,30/06/2010,5685
Aberdeen New Thai,Country Specialists: Asia Pacific,Thailand,102,30/06/2010,5997
Aberdeen New Thai,Country Specialists: Asia Pacific,Cash/Cash Equiv.,-2,30/06/2010,5997
Aberdeen Private Equity,Private Equity,Not reported,,,
Aberforth Geared Capital & Income,Split Capital Trust,UK,104,30/06/2010,3110014
Aberforth Geared Capital & Income,Split Capital Trust,Cash/Cash Equiv.,-4,30/06/2010,3110014
Aberforth Geared Income,Split Capital Trust,UK,100,30/06/2010,B4TR344
Aberforth Smaller Companies,UK Smaller Companies,UK,101,30/06/2010,6655
Aberforth Smaller Companies,UK Smaller Companies,Cash/Cash Equiv.,-1,30/06/2010,6655
Absolute Return Trust,Hedge Funds,Not reported,,,
Absolute Return Trust Euro,Hedge Funds,Not reported,,,
AcenciA Debt Strategies,Hedge Funds,Not reported,,,
Acuity Growth VCT,VCT Generalist,Not reported,,,
Acuity Growth VCT C shares,VCT Generalist Pre Qualifying,Not reported,,,
Acuity VCT 3,VCT Generalist,Not reported,,,
Advance Developing Markets,Global Emerging Markets,Other African,2,30/06/2010,B45L2K9
Advance Developing Markets,Global Emerging Markets,South Africa,4,30/06/2010,B45L2K9
Advance Developing Markets,Global Emerging Markets,India,5,30/06/2010,B45L2K9
Advance Developing Markets,Global Emerging Markets,European Emerging,3,30/06/2010,B45L2K9
Advance Developing Markets,Global Emerging Markets,Poland,1,30/06/2010,B45L2K9
Advance Developing Markets,Global Emerging Markets,Russia,11,30/06/2010,B45L2K9
Advance Developing Markets,Global Emerging Markets,Turkey,3,30/06/2010,B45L2K9
Advance Developing Markets,Global Emerging Markets,China,14,30/06/2010,B45L2K9
Advance Developing Markets,Global Emerging Markets,Far East & Pacific Region,4,30/06/2010,B45L2K9
Advance Developing Markets,Global Emerging Markets,Hong Kong,3,30/06/2010,B45L2K9
Advance Developing Markets,Global Emerging Markets,Indonesia,1,30/06/2010,B45L2K9
Advance Developing Markets,Global Emerging Markets,Singapore,2,30/06/2010,B45L2K9
Advance Developing Markets,Global Emerging Markets,South Korea,8,30/06/2010,B45L2K9
Advance Developing Markets,Global Emerging Markets,Taiwan,7,30/06/2010,B45L2K9
Advance Developing Markets,Global Emerging Markets,Thailand,1,30/06/2010,B45L2K9
Advance Developing Markets,Global Emerging Markets,Brazil,22,30/06/2010,B45L2K9
Advance Developing Markets,Global Emerging Markets,Chile,1,30/06/2010,B45L2K9
Advance Developing Markets,Global Emerging Markets,Mexico,3,30/06/2010,B45L2K9
Advance Developing Markets,Global Emerging Markets,Other Latin America,1,30/06/2010,B45L2K9
Advance Developing Markets,Global Emerging Markets,Middle East Region,1,30/06/2010,B45L2K9
Advance Developing Markets,Global Emerging Markets,Latin America Region,1,30/06/2010,B45L2K9
Advance Developing Markets,Global Emerging Markets,Cash/Cash Equiv.,2,30/06/2010,B45L2K9
Albany,UK Growth,Italy,1,30/06/2010,12102
Albany,UK Growth,UK,87,30/06/2010,12102
Albany,UK Growth,USA,6,30/06/2010,12102
Albany,UK Growth,Cash/Cash Equiv.,4,30/06/2010,12102
Albany,UK Growth,Fixed Interest,2,30/06/2010,12102
Albion Development VCT,VCT Generalist,Not reported,,,
Albion Development VCT D shares,VCT Generalist Pre Qualifying,Not reported,,,
Albion Enterprise VCT,VCT Generalist,Not reported,,,
Albion Income & Growth VCT,VCT Generalist,Not reported,,,
Albion Prime VCT,VCT Generalist,Not reported,,,
Albion Technology & General VCT,VCT Generalist,Not reported,,,
Albion Technology & General VCT C shares,VCT Generalist,Not reported,,,
Albion VCT,VCT Generalist,Not reported,,,
Alliance Trust,Global Growth,India,2,30/06/2010,B11V7W9
Alliance Trust,Global Growth,Belgium,1,30/06/2010,B11V7W9
Alliance Trust,Global Growth,France,2,30/06/2010,B11V7W9
Alliance Trust,Global Growth,Germany,4,30/06/2010,B11V7W9
Alliance Trust,Global Growth,Spain,1,30/06/2010,B11V7W9
Alliance Trust,Global Growth,Switzerland,4,30/06/2010,B11V7W9
Alliance Trust,Global Growth,UK,40,30/06/2010,B11V7W9
Alliance Trust,Global Growth,Australia,2,30/06/2010,B11V7W9
Alliance Trust,Global Growth,China,3,30/06/2010,B11V7W9
Alliance Trust,Global Growth,Hong Kong,1,30/06/2010,B11V7W9
Alliance Trust,Global Growth,Indonesia,1,30/06/2010,B11V7W9
Alliance Trust,Global Growth,Japan,8,30/06/2010,B11V7W9
Alliance Trust,Global Growth,Singapore,1,30/06/2010,B11V7W9
Alliance Trust,Global Growth,South Korea,1,30/06/2010,B11V7W9
Alliance Trust,Global Growth,Taiwan,1,30/06/2010,B11V7W9
Alliance Trust,Global Growth,Canada,3,30/06/2010,B11V7W9
Alliance Trust,Global Growth,USA,22,30/06/2010,B11V7W9
Alliance Trust,Global Growth,Latin America Region,1,30/06/2010,B11V7W9
Alliance Trust,Global Growth,Cash/Cash Equiv.,1,30/06/2010,B11V7W9
Alliance Trust,Global Growth,Fixed Interest,1,30/06/2010,B11V7W9
Allianz Dresdner Endowment Policy 2010,Sector Specialist: Endowment Policies,Not reported,,,
Alternative Investment Strategies,Hedge Funds,Not reported,,,
Amati VCT,VCT AIM Quoted,UK,81,30/06/2010,B05N8X2
Amati VCT,VCT AIM Quoted,Cash/Cash Equiv.,6,30/06/2010,B05N8X2
Amati VCT,VCT AIM Quoted,Fixed Interest,13,30/06/2010,B05N8X2
Anglo & Overseas,Global Growth,Russia,2,30/06/2010,B0BZVZ5
Anglo & Overseas,Global Growth,Belgium,4,30/06/2010,B0BZVZ5
Anglo & Overseas,Global Growth,Finland,2,30/06/2010,B0BZVZ5
Anglo & Overseas,Global Growth,France,5,30/06/2010,B0BZVZ5
Anglo & Overseas,Global Growth,Germany,4,30/06/2010,B0BZVZ5
Anglo & Overseas,Global Growth,Ireland,2,30/06/2010,B0BZVZ5
Anglo & Overseas,Global Growth,Italy,5,30/06/2010,B0BZVZ5
Anglo & Overseas,Global Growth,Netherlands,2,30/06/2010,B0BZVZ5
Anglo & Overseas,Global Growth,Norway,2,30/06/2010,B0BZVZ5
Anglo & Overseas,Global Growth,Spain,2,30/06/2010,B0BZVZ5
Anglo & Overseas,Global Growth,Switzerland,8,30/06/2010,B0BZVZ5
Anglo & Overseas,Global Growth,UK,33,30/06/2010,B0BZVZ5
Anglo & Overseas,Global Growth,Hong Kong,3,30/06/2010,B0BZVZ5
Anglo & Overseas,Global Growth,Japan,10,30/06/2010,B0BZVZ5
Anglo & Overseas,Global Growth,Singapore,3,30/06/2010,B0BZVZ5
Anglo & Overseas,Global Growth,South Korea,2,30/06/2010,B0BZVZ5
Anglo & Overseas,Global Growth,USA,10,30/06/2010,B0BZVZ5
Anglo & Overseas,Global Growth,Cash/Cash Equiv.,1,30/06/2010,B0BZVZ5
Anglo & Overseas,Global Growth,Fixed Interest,0,30/06/2010,B0BZVZ5
Artemis Alpha,UK Growth,Cyprus,2,30/06/2010,435594
Artemis Alpha,UK Growth,Denmark,2,30/06/2010,435594
Artemis Alpha,UK Growth,Netherlands,1,30/06/2010,435594
Artemis Alpha,UK Growth,UK,94,30/06/2010,435594
Artemis Alpha,UK Growth,Papua New Guinea,3,30/06/2010,435594
Artemis Alpha,UK Growth,Canada,2,30/06/2010,435594
Artemis Alpha,UK Growth,Cash/Cash Equiv.,-4,30/06/2010,435594
Artemis Alpha,UK Growth,Fixed Interest,0,30/06/2010,435594
Artemis VCT,VCT AIM Quoted,UK,89,30/06/2010,B02WQ94
Artemis VCT,VCT AIM Quoted,China,1,30/06/2010,B02WQ94
Artemis VCT,VCT AIM Quoted,Cayman Islands,2,30/06/2010,B02WQ94
Artemis VCT,VCT AIM Quoted,Cash/Cash Equiv.,6,30/06/2010,B02WQ94
Artemis VCT,VCT AIM Quoted,Fixed Interest,2,30/06/2010,B02WQ94
Ashmore Global Opportunities (Chpt 14),Global Emerging Markets,Not reported,,,
Ashmore Global Opportunities Euro (Chpt 14),Global Emerging Markets,Not reported,,,
Ashmore Global Opportunities USD (Chpt 14),Global Emerging Markets,Not reported,,,
Asset Management,Sector Specialist: Financials,Luxembourg,28,30/06/2010,58065
Asset Management,Sector Specialist: Financials,UK,3,30/06/2010,58065
Asset Management,Sector Specialist: Financials,USA,41,30/06/2010,58065
Asset Management,Sector Specialist: Financials,Cash/Cash Equiv.,28,30/06/2010,58065
Atlantis Japan Growth,Japanese Smaller Companies,Not reported,,,
Aurora,UK Growth,Sweden,4,30/06/2010,63326
Aurora,UK Growth,UK,62,30/06/2010,63326
Aurora,UK Growth,Australia,2,30/06/2010,63326
Aurora,UK Growth,China,7,30/06/2010,63326
Aurora,UK Growth,Japan,10,30/06/2010,63326
Aurora,UK Growth,Israel,1,30/06/2010,63326
Aurora,UK Growth,Bermuda,4,30/06/2010,63326
Aurora,UK Growth,Cash/Cash Equiv.,4,30/06/2010,63326
Aurora,UK Growth,Fixed Interest,6,30/06/2010,63326
AXA Property,Property Direct - Europe,Not reported,,,
Baillie Gifford Japan,Japan,Japan,98,30/06/2010,48583
Baillie Gifford Japan,Japan,Cash/Cash Equiv.,2,30/06/2010,48583
Baillie Gifford Shin Nippon,Japanese Smaller Companies,Japan,98,30/06/2010,70627
Baillie Gifford Shin Nippon,Japanese Smaller Companies,Cash/Cash Equiv.,2,30/06/2010,70627
Bankers,Global Growth,South Africa,1,30/06/2010,76700
Bankers,Global Growth,France,3,30/06/2010,76700
Bankers,Global Growth,Germany,1,30/06/2010,76700
Bankers,Global Growth,Italy,1,30/06/2010,76700
Bankers,Global Growth,Switzerland,4,30/06/2010,76700
Bankers,Global Growth,UK,44,30/06/2010,76700
Bankers,Global Growth,Australia,2,30/06/2010,76700
Bankers,Global Growth,China,1,30/06/2010,76700
Bankers,Global Growth,Hong Kong,4,30/06/2010,76700
Bankers,Global Growth,Japan,10,30/06/2010,76700
Bankers,Global Growth,Singapore,3,30/06/2010,76700
Bankers,Global Growth,South Korea,1,30/06/2010,76700
Bankers,Global Growth,Taiwan,1,30/06/2010,76700
Bankers,Global Growth,Thailand,1,30/06/2010,76700
Bankers,Global Growth,Brazil,2,30/06/2010,76700
Bankers,Global Growth,Canada,1,30/06/2010,76700
Bankers,Global Growth,USA,17,30/06/2010,76700
Bankers,Global Growth,Cash/Cash Equiv.,2,30/06/2010,76700
Bankers,Global Growth,Fixed Interest,1,30/06/2010,76700
Baring Emerging Europe,European Emerging Markets,Czech Republic,4,30/06/2010,3227334
Baring Emerging Europe,European Emerging Markets,European Emerging,2,30/06/2010,3227334
Baring Emerging Europe,European Emerging Markets,Hungary,4,30/06/2010,3227334
Baring Emerging Europe,European Emerging Markets,Poland,9,30/06/2010,3227334
Baring Emerging Europe,European Emerging Markets,Russia,61,30/06/2010,3227334
Baring Emerging Europe,European Emerging Markets,Turkey,16,30/06/2010,3227334
Baring Emerging Europe,European Emerging Markets,Cash/Cash Equiv.,4,30/06/2010,3227334
Baronsmead AIM VCT,VCT AIM Quoted,UK,78,30/06/2010,B0YZHK9
Baronsmead AIM VCT,VCT AIM Quoted,Cash/Cash Equiv.,22,30/06/2010,B0YZHK9
Baronsmead VCT,VCT Generalist,Not reported,,,
Baronsmead VCT 2,VCT Generalist,Not reported,,,
Baronsmead VCT 3,VCT Generalist,Not reported,,,
Baronsmead VCT 4,VCT Generalist,Not reported,,,
Better Capital (AIM),Private Equity,Not reported,,,
BH Global,Hedge Funds,Not reported,,,
BH Global Euro,Hedge Funds,Not reported,,,
BH Global USD,Hedge Funds,Not reported,,,
BH Macro,Hedge Funds,Not reported,,,
BH Macro Euro,Hedge Funds,Not reported,,,
BH Macro USD,Hedge Funds,Not reported,,,
Biotech Growth,Sector Specialist: Biotechnology/Life Sciences,Sweden,1,30/06/2010,38551
Biotech Growth,Sector Specialist: Biotechnology/Life Sciences,Switzerland,4,30/06/2010,38551
Biotech Growth,Sector Specialist: Biotechnology/Life Sciences,UK,5,30/06/2010,38551
Biotech Growth,Sector Specialist: Biotechnology/Life Sciences,USA,90,30/06/2010,38551
BlackRock Absolute Return Strategies,Hedge Funds,Not reported,,,
BlackRock Absolute Return Strategies Euro,Hedge Funds,Not reported,,,
BlackRock Absolute Return Strategies USD,Hedge Funds,Not reported,,,
BlackRock Commodities Income,Sector Specialist: Commodities and Natural Resources,Other African,1,30/06/2010,B0N8MF9
BlackRock Commodities Income,Sector Specialist: Commodities and Natural Resources,South Africa,6,30/06/2010,B0N8MF9
BlackRock Commodities Income,Sector Specialist: Commodities and Natural Resources,Other Asia,8,30/06/2010,B0N8MF9
BlackRock Commodities Income,Sector Specialist: Commodities and Natural Resources,France,3,30/06/2010,B0N8MF9
BlackRock Commodities Income,Sector Specialist: Commodities and Natural Resources,Germany,2,30/06/2010,B0N8MF9
BlackRock Commodities Income,Sector Specialist: Commodities and Natural Resources,Italy,2,30/06/2010,B0N8MF9
BlackRock Commodities Income,Sector Specialist: Commodities and Natural Resources,Norway,4,30/06/2010,B0N8MF9
BlackRock Commodities Income,Sector Specialist: Commodities and Natural Resources,Other European,14,30/06/2010,B0N8MF9
BlackRock Commodities Income,Sector Specialist: Commodities and Natural Resources,Spain,2,30/06/2010,B0N8MF9
BlackRock Commodities Income,Sector Specialist: Commodities and Natural Resources,Australia,3,30/06/2010,B0N8MF9
BlackRock Commodities Income,Sector Specialist: Commodities and Natural Resources,China,2,30/06/2010,B0N8MF9
BlackRock Commodities Income,Sector Specialist: Commodities and Natural Resources,Indonesia,2,30/06/2010,B0N8MF9
BlackRock Commodities Income,Sector Specialist: Commodities and Natural Resources,Singapore,1,30/06/2010,B0N8MF9
BlackRock Commodities Income,Sector Specialist: Commodities and Natural Resources,Other Latin America,7,30/06/2010,B0N8MF9
BlackRock Commodities Income,Sector Specialist: Commodities and Natural Resources,Peru,2,30/06/2010,B0N8MF9
BlackRock Commodities Income,Sector Specialist: Commodities and Natural Resources,Canada,15,30/06/2010,B0N8MF9
BlackRock Commodities Income,Sector Specialist: Commodities and Natural Resources,Other North America,25,30/06/2010,B0N8MF9
BlackRock Commodities Income,Sector Specialist: Commodities and Natural Resources,Cash/Cash Equiv.,-2,30/06/2010,B0N8MF9
BlackRock Commodities Income,Sector Specialist: Commodities and Natural Resources,Fixed Interest,3,30/06/2010,B0N8MF9
BlackRock Greater Europe,Europe,Czech Republic,1,30/06/2010,B01RDH7
BlackRock Greater Europe,Europe,Hungary,4,30/06/2010,B01RDH7
BlackRock Greater Europe,Europe,Poland,2,30/06/2010,B01RDH7
BlackRock Greater Europe,Europe,Russia,4,30/06/2010,B01RDH7
BlackRock Greater Europe,Europe,Turkey,1,30/06/2010,B01RDH7
BlackRock Greater Europe,Europe,Belgium,1,30/06/2010,B01RDH7
BlackRock Greater Europe,Europe,Denmark,8,30/06/2010,B01RDH7
BlackRock Greater Europe,Europe,Finland,9,30/06/2010,B01RDH7
BlackRock Greater Europe,Europe,France,16,30/06/2010,B01RDH7
BlackRock Greater Europe,Europe,Germany,11,30/06/2010,B01RDH7
BlackRock Greater Europe,Europe,Ireland,2,30/06/2010,B01RDH7
BlackRock Greater Europe,Europe,Italy,1,30/06/2010,B01RDH7
BlackRock Greater Europe,Europe,Luxembourg,1,30/06/2010,B01RDH7
BlackRock Greater Europe,Europe,Netherlands,7,30/06/2010,B01RDH7
BlackRock Greater Europe,Europe,Norway,1,30/06/2010,B01RDH7
BlackRock Greater Europe,Europe,Portugal,2,30/06/2010,B01RDH7
BlackRock Greater Europe,Europe,Spain,6,30/06/2010,B01RDH7
BlackRock Greater Europe,Europe,Sweden,2,30/06/2010,B01RDH7
BlackRock Greater Europe,Europe,Switzerland,20,30/06/2010,B01RDH7
BlackRock Greater Europe,Europe,Fixed Interest,1,30/06/2010,B01RDH7
BlackRock Hedge Selector Cash,Hedge Funds,Not reported,,,
BlackRock Hedge Selector UK Emerging,Hedge Funds,Not reported,,,
BlackRock Latin American,Latin America,Argentina,1,30/06/2010,505840
BlackRock Latin American,Latin America,Brazil,68,30/06/2010,505840
BlackRock Latin American,Latin America,Chile,3,30/06/2010,505840
BlackRock Latin American,Latin America,Mexico,17,30/06/2010,505840
BlackRock Latin American,Latin America,Panama,1,30/06/2010,505840
BlackRock Latin American,Latin America,Peru,5,30/06/2010,505840
BlackRock Latin American,Latin America,Cash/Cash Equiv.,5,30/06/2010,505840
BlackRock New Energy,Sector Specialist: Environmental,South Africa,2,30/06/2010,973793
BlackRock New Energy,Sector Specialist: Environmental,Austria,1,30/06/2010,973793
BlackRock New Energy,Sector Specialist: Environmental,Belgium,3,30/06/2010,973793
BlackRock New Energy,Sector Specialist: Environmental,Denmark,7,30/06/2010,973793
BlackRock New Energy,Sector Specialist: Environmental,France,1,30/06/2010,973793
BlackRock New Energy,Sector Specialist: Environmental,Germany,9,30/06/2010,973793
BlackRock New Energy,Sector Specialist: Environmental,Ireland,1,30/06/2010,973793
BlackRock New Energy,Sector Specialist: Environmental,Portugal,3,30/06/2010,973793
BlackRock New Energy,Sector Specialist: Environmental,Spain,9,30/06/2010,973793
BlackRock New Energy,Sector Specialist: Environmental,UK,6,30/06/2010,973793
BlackRock New Energy,Sector Specialist: Environmental,China,6,30/06/2010,973793
BlackRock New Energy,Sector Specialist: Environmental,Brazil,1,30/06/2010,973793
BlackRock New Energy,Sector Specialist: Environmental,Canada,4,30/06/2010,973793
BlackRock New Energy,Sector Specialist: Environmental,USA,44,30/06/2010,973793
BlackRock New Energy,Sector Specialist: Environmental,Cash/Cash Equiv.,3,30/06/2010,973793
BlackRock Smaller Companies,UK Smaller Companies,UK,100,30/06/2010,643610
BlackRock World Mining,Sector Specialist: Commodities and Natural Resources,Other African,3,30/06/2010,577485
BlackRock World Mining,Sector Specialist: Commodities and Natural Resources,South Africa,10,30/06/2010,577485
BlackRock World Mining,Sector Specialist: Commodities and Natural Resources,Zambia,5,30/06/2010,577485
BlackRock World Mining,Sector Specialist: Commodities and Natural Resources,India,3,30/06/2010,577485
BlackRock World Mining,Sector Specialist: Commodities and Natural Resources,European Emerging,1,30/06/2010,577485
BlackRock World Mining,Sector Specialist: Commodities and Natural Resources,Belgium,1,30/06/2010,577485
BlackRock World Mining,Sector Specialist: Commodities and Natural Resources,UK,24,30/06/2010,577485
BlackRock World Mining,Sector Specialist: Commodities and Natural Resources,Australia,9,30/06/2010,577485
BlackRock World Mining,Sector Specialist: Commodities and Natural Resources,Indonesia,3,30/06/2010,577485
BlackRock World Mining,Sector Specialist: Commodities and Natural Resources,Brazil,10,30/06/2010,577485
BlackRock World Mining,Sector Specialist: Commodities and Natural Resources,Chile,2,30/06/2010,577485
BlackRock World Mining,Sector Specialist: Commodities and Natural Resources,Mexico,7,30/06/2010,577485
BlackRock World Mining,Sector Specialist: Commodities and Natural Resources,Peru,11,30/06/2010,577485
BlackRock World Mining,Sector Specialist: Commodities and Natural Resources,Canada,5,30/06/2010,577485
BlackRock World Mining,Sector Specialist: Commodities and Natural Resources,USA,3,30/06/2010,577485
BlackRock World Mining,Sector Specialist: Commodities and Natural Resources,Cash/Cash Equiv.,1,30/06/2010,577485
BlackRock World Mining,Sector Specialist: Commodities and Natural Resources,Fixed Interest,2,30/06/2010,577485
Blue Planet European Financials,Sector Specialist: Financials,Turkey,2,30/06/2010,532707
Blue Planet European Financials,Sector Specialist: Financials,Ireland,13,30/06/2010,532707
Blue Planet European Financials,Sector Specialist: Financials,Luxembourg,13,30/06/2010,532707
Blue Planet European Financials,Sector Specialist: Financials,Cash/Cash Equiv.,56,30/06/2010,532707
Blue Planet European Financials,Sector Specialist: Financials,Fixed Interest,16,30/06/2010,532707
Blue Planet Financials Growth & Income,Sector Specialist: Financials,Turkey,2,30/06/2010,B1B9C40
Blue Planet Financials Growth & Income,Sector Specialist: Financials,Ireland,14,30/06/2010,B1B9C40
Blue Planet Financials Growth & Income,Sector Specialist: Financials,Luxembourg,5,30/06/2010,B1B9C40
Blue Planet Financials Growth & Income,Sector Specialist: Financials,Indonesia,2,30/06/2010,B1B9C40
Blue Planet Financials Growth & Income,Sector Specialist: Financials,USA,6,30/06/2010,B1B9C40
Blue Planet Financials Growth & Income,Sector Specialist: Financials,Cash/Cash Equiv.,57,30/06/2010,B1B9C40
Blue Planet Financials Growth & Income,Sector Specialist: Financials,Fixed Interest,14,30/06/2010,B1B9C40
Blue Planet Worldwide Financials,Sector Specialist: Financials,Turkey,2,30/06/2010,152417
Blue Planet Worldwide Financials,Sector Specialist: Financials,Ireland,12,30/06/2010,152417
Blue Planet Worldwide Financials,Sector Specialist: Financials,Luxembourg,7,30/06/2010,152417
Blue Planet Worldwide Financials,Sector Specialist: Financials,UK,1,30/06/2010,152417
Blue Planet Worldwide Financials,Sector Specialist: Financials,Indonesia,2,30/06/2010,152417
Blue Planet Worldwide Financials,Sector Specialist: Financials,USA,6,30/06/2010,152417
Blue Planet Worldwide Financials,Sector Specialist: Financials,Cash/Cash Equiv.,56,30/06/2010,152417
Blue Planet Worldwide Financials,Sector Specialist: Financials,Fixed Interest,14,30/06/2010,152417
BlueCrest AllBlue,Hedge Funds,Not reported,,,
BlueCrest AllBlue C shares,Hedge Funds,Not reported,,,
BlueCrest AllBlue Euro,Hedge Funds,Not reported,,,
BlueCrest AllBlue Euro C shares,Hedge Funds,Not reported,,,
BlueCrest AllBlue USD,Hedge Funds,Not reported,,,
BlueCrest AllBlue USD C shares,Hedge Funds,Not reported,,,
Bluehone AIM VCT 2,VCT AIM Quoted,UK,94,30/06/2010,205753
Bluehone AIM VCT 2,VCT AIM Quoted,Cash/Cash Equiv.,6,30/06/2010,205753
British & American,UK Growth & Income,Not reported,,,
British Assets,Global Growth & Income,South Africa,1,30/06/2010,129756
British Assets,Global Growth & Income,Russia,1,30/06/2010,129756
British Assets,Global Growth & Income,European Developed,3,30/06/2010,129756
British Assets,Global Growth & Income,UK,63,30/06/2010,129756
British Assets,Global Growth & Income,Far East & Pacific Region,8,30/06/2010,129756
British Assets,Global Growth & Income,Japan,2,30/06/2010,129756
British Assets,Global Growth & Income,Brazil,1,30/06/2010,129756
British Assets,Global Growth & Income,Mexico,1,30/06/2010,129756
British Assets,Global Growth & Income,Canada,1,30/06/2010,129756
British Assets,Global Growth & Income,Other North America,7,30/06/2010,129756
British Assets,Global Growth & Income,Cash/Cash Equiv.,1,30/06/2010,129756
British Assets,Global Growth & Income,Fixed Interest,11,30/06/2010,129756
British Empire Securities & General,Global Growth,Turkey,4,30/06/2010,133508
British Empire Securities & General,Global Growth,Belgium,10,30/06/2010,133508
