observation_month,publication_type,source,file_format,download_success,parser_success,fields_available,notes
2010-02,keyfacts,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/ManagerRanking28Feb2010.pdf,pdf,,,,Keyfacts 28 February 2010
2010-02,mir,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/CNV1002.csv,csv,,,,MIR 28 February 2010
2010-02,mir,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/ErrataAdditional1002.csv,csv,ok,,,MIR 28 February 2010
2010-02,mir,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/GEO1002.csv,csv,,,,MIR 28 February 2010
2010-02,mir,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/MIR1002.csv,csv,ok,,,MIR 28 February 2010
2010-02,mir,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/PC1002.csv,csv,,,,MIR 28 February 2010
2010-02,mir,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/PostMIRErrataAdditional1002.csv,csv,ok,,,MIR 28 February 2010
2010-02,mir,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/WAR1002.csv,csv,,,,MIR 28 February 2010
2010-02,monthly_statistics,https://www.theaic.co.uk/sites/default/files/2024-11/AICStats28Feb2010.pdf,pdf,,,,AIC Stats - February 2010
2010-03,keyfacts,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/AllCompanies31Mar10.xls,xls,ok,,,Keyfacts 31 March 2010
2010-03,keyfacts,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/KF31Mar10.pdf,pdf,,,,Keyfacts 31 March 2010
2010-03,keyfacts,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/ManagerRanking31Mar2010.pdf,pdf,,,,Keyfacts 31 March 2010
2010-03,mir,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/CNV1003.csv,csv,,,,MIR 31 March 2010
2010-03,mir,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/ErrataAdditional1003.csv,csv,ok,,,MIR 31 March 2010
2010-03,mir,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/GEO1003.csv,csv,,,,MIR 31 March 2010
2010-03,mir,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/MIR1003.csv,csv,ok,,,MIR 31 March 2010
2010-03,mir,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/PC1003.csv,csv,,,,MIR 31 March 2010
2010-03,mir,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/PostMIRErrataAdditional1003.csv,csv,ok,,,MIR 31 March 2010
2010-03,mir,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/WAR1003.csv,csv,,,,MIR 31 March 2010
2010-03,monthly_statistics,https://www.theaic.co.uk/sites/default/files/2024-11/AICStats31Mar2010.pdf,pdf,,,,AIC Stats - March 2010
2010-04,keyfacts,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/AllCompanies30Apr10.xls,xls,ok,,,Keyfacts 30 April 2010
2010-04,keyfacts,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/KF30Apr10.pdf,pdf,,,,Keyfacts 30 April 2010
2010-04,keyfacts,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/ManagerRanking30Apr2010.pdf,pdf,,,,Keyfacts 30 April 2010
2010-04,mir,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/CNV1004.csv,csv,,,,MIR 30 April 2010
2010-04,mir,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/ErrataAdditional1004.csv,csv,ok,,,MIR 30 April 2010
2010-04,mir,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/GEO1004.csv,csv,,,,MIR 30 April 2010
2010-04,mir,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/MIR1004.csv,csv,ok,,,MIR 30 April 2010
2010-04,mir,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/PC1004.csv,csv,,,,MIR 30 April 2010
2010-04,mir,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/PostMIRErrataAdditional1004.csv,csv,ok,,,MIR 30 April 2010
2010-04,mir,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/WAR1004.csv,csv,,,,MIR 30 April 2010
2010-04,monthly_statistics,https://www.theaic.co.uk/sites/default/files/2024-11/AICStats30Apr2010.pdf,pdf,,,,AIC Stats - April 2010
2010-05,keyfacts,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/AllCompanies31May10.xls,xls,ok,,,Keyfacts 31 May 2010
2010-05,keyfacts,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/KF31May10.pdf,pdf,,,,Keyfacts 31 May 2010
2010-05,keyfacts,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/ManagerRanking31May2010.pdf,pdf,,,,Keyfacts 31 May 2010
2010-05,mir,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/CNV1005.csv,csv,,,,MIR 31 May 2010
2010-05,mir,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/ErrataAdditional1005.csv,csv,ok,,,MIR 31 May 2010
2010-05,mir,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/GEO1005.csv,csv,,,,MIR 31 May 2010
2010-05,mir,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/MIR1005.csv,csv,ok,,,MIR 31 May 2010
2010-05,mir,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/PC1005.csv,csv,,,,MIR 31 May 2010
2010-05,mir,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/PostMIRErrataAdditional1005.csv,csv,ok,,,MIR 31 May 2010
2010-05,mir,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/WAR1005.csv,csv,,,,MIR 31 May 2010
2010-05,monthly_statistics,https://www.theaic.co.uk/sites/default/files/2024-11/AICStats31May2010.pdf,pdf,,,,AIC Stats - May 2010
2010-06,keyfacts,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/AllCompanies30Jun10.xls,xls,ok,,,Keyfacts 30 June 2010
2010-06,keyfacts,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/KF30Jun10.pdf,pdf,,,,Keyfacts 30 June 2010
2010-06,keyfacts,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/ManagerRanking30Jun2010.pdf,pdf,,,,Keyfacts 30 June 2010
2010-06,mir,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/CNV1006.csv,csv,,,,MIR 30 June 2010
2010-06,mir,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/ErrataAdditional1006.csv,csv,ok,,,MIR 30 June 2010
2010-06,mir,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/GEO1006.csv,csv,,,,MIR 30 June 2010
2010-06,mir,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/MIR1006.csv,csv,ok,,,MIR 30 June 2010
2010-06,mir,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/PC1006.csv,csv,,,,MIR 30 June 2010
2010-06,mir,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/PostMIRErrataAdditional1006.csv,csv,ok,,,MIR 30 June 2010
2010-06,mir,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/WAR1006.csv,csv,,,,MIR 30 June 2010
2010-06,monthly_statistics,https://www.theaic.co.uk/sites/default/files/2024-11/AICStats30Jun2010.pdf,pdf,,,,AIC Stats - June 2010
2010-07,keyfacts,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/AllCompanies31Jul10.xls,xls,ok,,,Keyfacts 31 July 2010
2010-07,keyfacts,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/KF31Jul10.pdf,pdf,,,,Keyfacts 31 July 2010
2010-07,keyfacts,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/ManagerRanking31Jul2010.pdf,pdf,,,,Keyfacts 31 July 2010
2010-07,mir,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/CNV1007.csv,csv,,,,MIR 31 July 2010
2010-07,mir,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/ErrataAdditional1007.csv,csv,ok,,,MIR 31 July 2010
2010-07,mir,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/GEO1007.csv,csv,,,,MIR 31 July 2010
2010-07,mir,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/MIR1007.csv,csv,ok,,,MIR 31 July 2010
2010-07,mir,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/PC1007.csv,csv,,,,MIR 31 July 2010
2010-07,mir,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/PostMIRErrataAdditional1007.csv,csv,ok,,,MIR 31 July 2010
2010-07,mir,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/WAR1007.csv,csv,,,,MIR 31 July 2010
2010-07,monthly_statistics,https://www.theaic.co.uk/sites/default/files/2024-11/AICStats31Jul2010.pdf,pdf,,,,AIC Stats - July 2010
2010-08,keyfacts,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/AllCompanies31Aug10.xls,xls,ok,,,Keyfacts 31 August 2010
2010-08,keyfacts,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/KF31Aug10.pdf,pdf,,,,Keyfacts 31 August 2010
2010-08,keyfacts,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/ManagerRanking31Aug2010.pdf,pdf,,,,Keyfacts 31 August 2010
2010-08,mir,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/CNV1008.csv,csv,,,,MIR 31 August 2010
2010-08,mir,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/ErrataAdditional1008.csv,csv,ok,,,MIR 31 August 2010
2010-08,mir,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/GEO1008.csv,csv,,,,MIR 31 August 2010
2010-08,mir,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/MIR1008.csv,csv,ok,,,MIR 31 August 2010
2010-08,mir,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/PC1008.csv,csv,,,,MIR 31 August 2010
2010-08,mir,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/PostMIRErrataAdditional1008.csv,csv,ok,,,MIR 31 August 2010
2010-08,mir,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/WAR1008.csv,csv,,,,MIR 31 August 2010
2010-08,monthly_statistics,https://www.theaic.co.uk/sites/default/files/2024-11/AICStats31Aug2010.pdf,pdf,,,,AIC Stats - August 2010
2010-09,keyfacts,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/AllCompanies30Sep10.xls,xls,ok,,,Keyfacts 30 September 2010
2010-09,keyfacts,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/KF30Sep10.pdf,pdf,,,,Keyfacts 30 September 2010
2010-09,keyfacts,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/ManagerRanking30Sep2010.pdf,pdf,,,,Keyfacts 30 September 2010
2010-09,mir,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/CNV1009.csv,csv,,,,MIR 30 September 2010
2010-09,mir,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/ErrataAdditional1009.csv,csv,ok,,,MIR 30 September 2010
2010-09,mir,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/GEO1009.csv,csv,,,,MIR 30 September 2010
2010-09,mir,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/MIR1009.csv,csv,ok,,,MIR 30 September 2010
2010-09,mir,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/PC1009.csv,csv,,,,MIR 30 September 2010
2010-09,mir,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/PostMIRErrataAdditional1009.csv,csv,ok,,,MIR 30 September 2010
2010-09,mir,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/WAR1009.csv,csv,,,,MIR 30 September 2010
2010-09,monthly_statistics,https://www.theaic.co.uk/sites/default/files/2024-11/AICStats30Sep2010.pdf,pdf,,,,AIC Stats - September 2010
2010-10,keyfacts,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/AllCompanies31Oct10.xls,xls,ok,,,Keyfacts 31 October 2010
2010-10,keyfacts,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/KF31Oct10.pdf,pdf,,,,Keyfacts 31 October 2010
2010-10,keyfacts,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/ManagerRanking31Oct2010.pdf,pdf,,,,Keyfacts 31 October 2010
2010-10,mir,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/CNV1010.csv,csv,,,,MIR 31 October 2010
2010-10,mir,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/ErrataAdditional1010.csv,csv,ok,,,MIR 31 October 2010
2010-10,mir,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/GEO1010.csv,csv,,,,MIR 31 October 2010
2010-10,mir,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/MIR1010.csv,csv,ok,,,MIR 31 October 2010
2010-10,mir,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/PC1010.csv,csv,,,,MIR 31 October 2010
2010-10,mir,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/PostMIRErrataAdditional1010.csv,csv,ok,,,MIR 31 October 2010
2010-10,mir,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/WAR1010.csv,csv,,,,MIR 31 October 2010
2010-10,monthly_statistics,https://www.theaic.co.uk/sites/default/files/2024-11/AICStats31Oct2010.pdf,pdf,,,,AIC Stats - October 2010
2010-11,keyfacts,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/AllCompanies30Nov10.xls,xls,ok,,,Keyfacts 30 November 2010
2010-11,keyfacts,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/KF30Nov10.pdf,pdf,,,,Keyfacts 30 November 2010
2010-11,keyfacts,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/ManagerRanking30Nov2010.pdf,pdf,,,,Keyfacts 30 November 2010
2010-11,mir,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/CNV1011.csv,csv,,,,MIR 30 November 2010
2010-11,mir,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/ErrataAdditional1011.csv,csv,ok,,,MIR 30 November 2010
2010-11,mir,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/GEO1011.csv,csv,,,,MIR 30 November 2010
2010-11,mir,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/MIR1011.csv,csv,ok,,,MIR 30 November 2010
2010-11,mir,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/PC1011.csv,csv,,,,MIR 30 November 2010
2010-11,mir,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/PostMIRErrataAdditional1011.csv,csv,ok,,,MIR 30 November 2010
2010-11,mir,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/WAR1011.csv,csv,,,,MIR 30 November 2010
2010-11,monthly_statistics,https://www.theaic.co.uk/sites/default/files/2024-11/AICStats30Nov2010.pdf,pdf,,,,AIC Stats - November 2010
2010-12,corporate_activity,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/AICCorporateActivity2010.xlsx,xlsx,ok,,,Corporate Activity 2010
2010-12,keyfacts,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/AllCompanies31Dec10.xlsx,xlsx,ok,,,Keyfacts 31 December 2010
2010-12,keyfacts,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/KF31Dec10.pdf,pdf,,,,Keyfacts 31 December 2010
2010-12,keyfacts,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/ManagerRanking31Dec2010.pdf,pdf,,,,Keyfacts 31 December 2010
2010-12,mir,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/CNV1012.csv,csv,,,,MIR 31 December 2010
2010-12,mir,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/ErrataAdditional1012.csv,csv,ok,,,MIR 31 December 2010
2010-12,mir,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/GEO1012.csv,csv,,,,MIR 31 December 2010
2010-12,mir,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/MIR1012.csv,csv,ok,,,MIR 31 December 2010
2010-12,mir,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/PC1012.csv,csv,,,,MIR 31 December 2010
2010-12,mir,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/PostMIRErrataAdditional1012.csv,csv,ok,,,MIR 31 December 2010
2010-12,mir,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/WAR1012.csv,csv,,,,MIR 31 December 2010
2010-12,monthly_statistics,https://www.theaic.co.uk/sites/default/files/2024-11/AICStats31Dec2010.pdf,pdf,,,,AIC Stats - December 2010
2011-01,keyfacts,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/AllCompanies31Jan11.xlsx,xlsx,ok,,,Keyfacts 31 January 2011
2011-01,keyfacts,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/KF31Jan11.pdf,pdf,,,,Keyfacts 31 January 2011
2011-01,keyfacts,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/ManagerRanking31Jan2011.pdf,pdf,,,,Keyfacts 31 January 2011
2011-01,mir,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/CNV1101.CSV,csv,,,,MIR 31 January 2011
2011-01,mir,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/ErrataAdditional1101.csv,csv,ok,,,MIR 31 January 2011
2011-01,mir,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/GEO1101.CSV,csv,,,,MIR 31 January 2011
2011-01,mir,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/MIR1101.CSV,csv,ok,,,MIR 31 January 2011
2011-01,mir,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/PC1101.CSV,csv,,,,MIR 31 January 2011
2011-01,mir,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/PostMIRErrataAdditional1101.csv,csv,ok,,,MIR 31 January 2011
2011-01,mir,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/WAR1101.CSV,csv,,,,MIR 31 January 2011
2011-01,monthly_statistics,https://www.theaic.co.uk/sites/default/files/2024-11/AICStats31Jan2011.pdf,pdf,,,,AIC Stats - January 2011
2011-02,keyfacts,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/AllCompanies28Feb11.xlsx,xlsx,ok,,,Keyfacts 28 February 2011
2011-02,keyfacts,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/KF28Feb11.pdf,pdf,,,,Keyfacts 28 February 2011
2011-02,keyfacts,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/ManagerRanking28Feb2011.pdf,pdf,,,,Keyfacts 28 February 2011
2011-02,mir,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/CNV1102.CSV,csv,,,,MIR 28 February 2011
2011-02,mir,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/ErrataAdditional1102.csv,csv,ok,,,MIR 28 February 2011
2011-02,mir,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/GEO1102.CSV,csv,,,,MIR 28 February 2011
2011-02,mir,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/MIR1102.CSV,csv,ok,,,MIR 28 February 2011
2011-02,mir,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/PC1102.CSV,csv,,,,MIR 28 February 2011
2011-02,mir,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/PostMIRErrataAdditional1102.csv,csv,ok,,,MIR 28 February 2011
2011-02,mir,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/WAR1102.CSV,csv,,,,MIR 28 February 2011
2011-02,monthly_statistics,https://www.theaic.co.uk/sites/default/files/2024-11/AICStats28Feb2011.pdf,pdf,,,,AIC Stats - February 2011
2011-03,keyfacts,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/AllCompanies31Mar11.xlsx,xlsx,ok,,,Keyfacts 31 March 2011
2011-03,keyfacts,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/KF31Mar11.pdf,pdf,,,,Keyfacts 31 March 2011
2011-03,keyfacts,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/ManagerRanking31Mar2011.pdf,pdf,,,,Keyfacts 31 March 2011
2011-03,mir,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/CNV1103.CSV,csv,,,,MIR 31 March 2011
2011-03,mir,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/ErrataAdditional1103.csv,csv,ok,,,MIR 31 March 2011
2011-03,mir,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/GEO1103.CSV,csv,,,,MIR 31 March 2011
2011-03,mir,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/MIR1103.CSV,csv,ok,,,MIR 31 March 2011
2011-03,mir,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/PC1103.CSV,csv,,,,MIR 31 March 2011
2011-03,mir,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/PostMIRErrataAdditional1103.csv,csv,ok,,,MIR 31 March 2011
2011-03,mir,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/WAR1103.CSV,csv,,,,MIR 31 March 2011
2011-03,monthly_statistics,https://www.theaic.co.uk/sites/default/files/2024-11/AICStats31Mar2011.pdf,pdf,,,,AIC Stats - March 2011
2011-04,keyfacts,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/AllCompanies30Apr11.xlsx,xlsx,ok,,,Keyfacts 30 April 2011
2011-04,keyfacts,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/KF30Apr11.pdf,pdf,,,,Keyfacts 30 April 2011
2011-04,keyfacts,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/ManagerRanking30Apr2011.pdf,pdf,,,,Keyfacts 30 April 2011
2011-04,mir,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/CNV1104.CSV,csv,,,,MIR 30 April 2011
2011-04,mir,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/ErrataAdditional1104.csv,csv,ok,,,MIR 30 April 2011
2011-04,mir,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/GEO1104.CSV,csv,,,,MIR 30 April 2011
2011-04,mir,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/MIR1104.CSV,csv,ok,,,MIR 30 April 2011
2011-04,mir,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/PC1104.CSV,csv,,,,MIR 30 April 2011
2011-04,mir,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/PostMIRErrataAdditional1104.csv,csv,ok,,,MIR 30 April 2011
2011-04,mir,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/WAR1104.CSV,csv,,,,MIR 30 April 2011
2011-04,monthly_statistics,https://www.theaic.co.uk/sites/default/files/2024-11/AICStats30Apr2011.pdf,pdf,,,,AIC Stats - April 2011
2011-05,keyfacts,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/AllCompanies31May11.xlsx,xlsx,ok,,,Keyfacts 31 May 2011
2011-05,keyfacts,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/KF31May11.pdf,pdf,,,,Keyfacts 31 May 2011
2011-05,keyfacts,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/ManagerRanking31May2011.pdf,pdf,,,,Keyfacts 31 May 2011
2011-05,mir,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/CNV1105.CSV,csv,,,,MIR 31 May 2011
2011-05,mir,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/ErrataAdditional1105.csv,csv,ok,,,MIR 31 May 2011
2011-05,mir,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/GEO1105.CSV,csv,,,,MIR 31 May 2011
2011-05,mir,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/MIR1105.CSV,csv,ok,,,MIR 31 May 2011
2011-05,mir,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/PC1105.CSV,csv,,,,MIR 31 May 2011
2011-05,mir,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/PostMIRErrataAdditional1105.csv,csv,ok,,,MIR 31 May 2011
2011-05,mir,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/WAR1105.CSV,csv,,,,MIR 31 May 2011
2011-05,monthly_statistics,https://www.theaic.co.uk/sites/default/files/2024-11/AICStats31May2011.pdf,pdf,,,,AIC Stats - May 2011
2011-06,keyfacts,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/AllCompanies30Jun11.xlsx,xlsx,ok,,,Keyfacts 30 June 2011
2011-06,keyfacts,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/KF30Jun11.pdf,pdf,,,,Keyfacts 30 June 2011
2011-06,keyfacts,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/ManagerRanking30Jun11.pdf,pdf,,,,Keyfacts 30 June 2011
2011-06,mir,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/CNV1106.CSV,csv,,,,MIR 30 June 2011
2011-06,mir,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/ErrataAdditional1106.csv,csv,ok,,,MIR 30 June 2011
2011-06,mir,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/GEO1106.CSV,csv,,,,MIR 30 June 2011
2011-06,mir,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/MIR1106.csv,csv,ok,,,MIR 30 June 2011
2011-06,mir,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/PC1106.csv,csv,,,,MIR 30 June 2011
2011-06,mir,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/PostMIRErrataAdditional1106.csv,csv,ok,,,MIR 30 June 2011
2011-06,mir,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/WAR1106.csv,csv,,,,MIR 30 June 2011
2011-06,monthly_statistics,https://www.theaic.co.uk/sites/default/files/2024-11/AICStats30Jun2011.pdf,pdf,,,,AIC Stats - June 2011
2011-07,keyfacts,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/AllCompanies31Jul11.xlsx,xlsx,ok,,,Keyfacts 31 July 2011
2011-07,keyfacts,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/KF31Jul11.pdf,pdf,,,,Keyfacts 31 July 2011
2011-07,keyfacts,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/ManagerRanking31Jul2011.pdf,pdf,,,,Keyfacts 31 July 2011
2011-07,mir,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/CNV1107.CSV,csv,,,,MIR 31 July 2011
2011-07,mir,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/ErrataAdditional1107.csv,csv,ok,,,MIR 31 July 2011
2011-07,mir,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/GEO1107.CSV,csv,,,,MIR 31 July 2011
2011-07,mir,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/MIR1107.csv,csv,ok,,,MIR 31 July 2011
2011-07,mir,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/PC1107.csv,csv,,,,MIR 31 July 2011
2011-07,mir,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/PostMIRErrataAdditional1107.csv,csv,ok,,,MIR 31 July 2011
2011-07,mir,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/WAR1107.csv,csv,,,,MIR 31 July 2011
2011-07,monthly_statistics,https://www.theaic.co.uk/sites/default/files/2024-11/AICStats31Jul2011.pdf,pdf,,,,AIC Stats - July 2011
2011-08,keyfacts,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/AllCompanies31Aug11.xlsx,xlsx,ok,,,Keyfacts 31 August 2011
2011-08,keyfacts,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/KF31Aug11.pdf,pdf,,,,Keyfacts 31 August 2011
2011-08,keyfacts,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/ManagerRanking30Apr2011_0.pdf,pdf,,,,Keyfacts 31 August 2011
